ID,Date,City,Population,Daily vaccinations,Total vaccinations,Percentage (%),Delivery (bottle),Remaining (bottle),Remaining (%),Daily vaccinations (AZ),Total vaccinations (AZ),"Percentage (AZ,%)","Delivery (AZ,doses)","Remaining (AZ,doses)","Remaining (AZ,%)",Daily vaccinations (Moderna),Total vaccinations (Moderna),"Percentage (Moderna,%)","Delivery (Moderna,doses)","Remaining (Moderna,doses)","Remaining (Moderna,%)"
619,5/6/2021,Taoyuan City,"2,270,939",949,"10,920",0.50%,None,None,0.00%,949,"10,920",0.48,0,0,0,0,0,0,0,0,0
622,5/6/2021,Kaohsiung City,"2,758,494",676,"10,835",0.40%,None,None,0.00%,676,"10,835",0.39,0,0,0,0,0,0,0,0,0
620,5/6/2021,Taichung City,"2,820,114",812,"9,729",0.30%,None,None,0.00%,812,"9,729",0.34,0,0,0,0,0,0,0,0,0
618,5/6/2021,New Taipei City,"4,026,019",812,"9,551",0.20%,None,None,0.00%,812,"9,551",0.24,0,0,0,0,0,0,0,0,0
621,5/6/2021,Tainan City,"1,870,343",366,"4,366",0.20%,None,None,0.00%,366,"4,366",0.23,0,0,0,0,0,0,0,0,0
624,5/6/2021,Changhua County,"1,261,770",270,"2,546",0.20%,None,None,0.00%,270,"2,546",0.2,0,0,0,0,0,0,0,0,0
623,5/6/2021,Hsinchu County,"572,872",173,"2,087",0.40%,None,None,0.00%,173,"2,087",0.36,0,0,0,0,0,0,0,0,0
633,5/6/2021,Hualien County,"323,252",134,"1,684",0.50%,None,None,0.00%,134,"1,684",0.52,0,0,0,0,0,0,0,0,0
631,5/6/2021,Chiayi City,"265,234",106,"1,537",0.60%,None,None,0.00%,106,"1,537",0.58,0,0,0,0,0,0,0,0,0
626,5/6/2021,Pingtung County,"809,130",53,"1,484",0.20%,None,None,0.00%,53,"1,484",0.18,0,0,0,0,0,0,0,0,0
628,5/6/2021,Yilan County,"452,334",132,"1,417",0.30%,None,None,0.00%,132,"1,417",0.31,0,0,0,0,0,0,0,0,0
627,5/6/2021,Keelung City,"366,643",174,"1,395",0.40%,None,None,0.00%,174,"1,395",0.38,0,0,0,0,0,0,0,0,0
632,5/6/2021,Chiayi County,"497,172",76,"1,292",0.30%,None,None,0.00%,76,"1,292",0.26,0,0,0,0,0,0,0,0,0
629,5/6/2021,Hsinchu City,"452,450",107,"1,229",0.30%,None,None,0.00%,107,"1,229",0.27,0,0,0,0,0,0,0,0,0
635,5/6/2021,Nantou County,"488,689",172,980,0.20%,None,None,0.00%,172,980,0.2,0,0,0,0,0,0,0,0,0
625,5/6/2021,Yunlin County,"674,152",34,903,0.10%,None,None,0.00%,34,903,0.13,0,0,0,0,0,0,0,0,0
630,5/6/2021,Miaoli County,"540,917",68,806,0.10%,None,None,0.00%,68,806,0.15,0,0,0,0,0,0,0,0,0
634,5/6/2021,Taitung County,"214,428",67,467,0.20%,None,None,0.00%,67,467,0.22,0,0,0,0,0,0,0,0,0
637,5/6/2021,Kinmen County,"140,228",None,220,0.20%,None,None,0.00%,0,220,0.16,0,0,0,0,0,0,0,0,0
636,5/6/2021,Penghu County,"105,749",None,159,0.10%,None,None,0.00%,0,159,0.15,0,0,0,0,0,0,0,0,0
638,5/6/2021,Lienchiang County,"13,437",29,119,0.90%,None,None,0.00%,29,119,0.89,0,0,0,0,0,0,0,0,0
"1,211",5/5/2021,Taipei City,"2,574,704","1,012","15,627",0.60%,None,None,0.00%,"1,012","15,627",0.61,0,0,0,0,0,0,0,0,0
"1,216",5/5/2021,Kaohsiung City,"2,758,494",501,"10,160",0.40%,None,None,0.00%,501,"10,160",0.37,0,0,0,0,0,0,0,0,0
"1,213",5/5/2021,Taoyuan City,"2,270,939","1,114","9,972",0.40%,None,None,0.00%,"1,114","9,972",0.44,0,0,0,0,0,0,0,0,0
"1,214",5/5/2021,Taichung City,"2,820,114",780,"8,917",0.30%,None,None,0.00%,780,"8,917",0.32,0,0,0,0,0,0,0,0,0
"1,212",5/5/2021,New Taipei City,"4,026,019",928,"8,677",0.20%,None,None,0.00%,928,"8,677",0.22,0,0,0,0,0,0,0,0,0
"1,215",5/5/2021,Tainan City,"1,870,343",245,"3,978",0.20%,None,None,0.00%,245,"3,978",0.21,0,0,0,0,0,0,0,0,0
"1,218",5/5/2021,Changhua County,"1,261,770",244,"2,276",0.20%,None,None,0.00%,244,"2,276",0.18,0,0,0,0,0,0,0,0,0
"1,217",5/5/2021,Hsinchu County,"572,872",162,"1,914",0.30%,None,None,0.00%,162,"1,914",0.33,0,0,0,0,0,0,0,0,0
"1,227",5/5/2021,Hualien County,"323,252",132,"1,512",0.50%,None,None,0.00%,132,"1,512",0.47,0,0,0,0,0,0,0,0,0
"1,225",5/5/2021,Chiayi City,"265,234",108,"1,431",0.50%,None,None,0.00%,108,"1,431",0.54,0,0,0,0,0,0,0,0,0
"1,220",5/5/2021,Pingtung County,"809,130",113,"1,411",0.20%,None,None,0.00%,113,"1,411",0.17,0,0,0,0,0,0,0,0,0
"1,222",5/5/2021,Yilan County,"452,334",62,"1,285",0.30%,None,None,0.00%,62,"1,285",0.28,0,0,0,0,0,0,0,0,0
"1,221",5/5/2021,Keelung City,"366,643",113,"1,221",0.30%,None,None,0.00%,113,"1,221",0.33,0,0,0,0,0,0,0,0,0
"1,226",5/5/2021,Chiayi County,"497,172",91,"1,216",0.20%,None,None,0.00%,91,"1,216",0.24,0,0,0,0,0,0,0,0,0
"1,223",5/5/2021,Hsinchu City,"452,450",100,"1,122",0.30%,None,None,0.00%,100,"1,122",0.25,0,0,0,0,0,0,0,0,0
"1,219",5/5/2021,Yunlin County,"674,152",41,869,0.10%,None,None,0.00%,41,869,0.13,0,0,0,0,0,0,0,0,0
"1,229",5/5/2021,Nantou County,"488,689",83,808,0.20%,None,None,0.00%,83,808,0.17,0,0,0,0,0,0,0,0,0
"1,224",5/5/2021,Miaoli County,"540,917",47,731,0.10%,None,None,0.00%,47,731,0.14,0,0,0,0,0,0,0,0,0
"1,228",5/5/2021,Taitung County,"214,428",None,392,0.20%,None,None,0.00%,0,392,0.18,0,0,0,0,0,0,0,0,0
"1,231",5/5/2021,Kinmen County,"140,228",51,220,0.20%,None,None,0.00%,51,220,0.16,0,0,0,0,0,0,0,0,0
"1,230",5/5/2021,Penghu County,"105,749",None,159,0.10%,None,None,0.00%,0,159,0.15,0,0,0,0,0,0,0,0,0
"1,232",5/5/2021,Lienchiang County,"13,437",None,90,0.70%,None,None,0.00%,0,90,0.67,0,0,0,0,0,0,0,0,0
111,5/4/2021,Taipei City,"2,574,704","1,134","14,581",0.60%,None,None,0.00%,"1,134","14,581",0.57,0,0,0,0,0,0,0,0,0
116,5/4/2021,Kaohsiung City,"2,758,494",586,"9,624",0.30%,None,None,0.00%,586,"9,624",0.35,0,0,0,0,0,0,0,0,0
113,5/4/2021,Taoyuan City,"2,270,939",901,"8,858",0.40%,None,None,0.00%,901,"8,858",0.39,0,0,0,0,0,0,0,0,0
114,5/4/2021,Taichung City,"2,820,114",627,"8,135",0.30%,None,None,0.00%,627,"8,135",0.29,0,0,0,0,0,0,0,0,0
112,5/4/2021,New Taipei City,"4,026,019",605,"7,732",0.20%,None,None,0.00%,605,"7,732",0.19,0,0,0,0,0,0,0,0,0
115,5/4/2021,Tainan City,"1,870,343",240,"3,706",0.20%,None,None,0.00%,240,"3,706",0.2,0,0,0,0,0,0,0,0,0
118,5/4/2021,Changhua County,"1,261,770",326,"2,032",0.20%,None,None,0.00%,326,"2,032",0.16,0,0,0,0,0,0,0,0,0
117,5/4/2021,Hsinchu County,"572,872",76,"1,752",0.30%,None,None,0.00%,76,"1,752",0.31,0,0,0,0,0,0,0,0,0
127,5/4/2021,Hualien County,"323,252",92,"1,376",0.40%,None,None,0.00%,92,"1,376",0.43,0,0,0,0,0,0,0,0,0
125,5/4/2021,Chiayi City,"265,234",101,"1,323",0.50%,None,None,0.00%,101,"1,323",0.5,0,0,0,0,0,0,0,0,0
120,5/4/2021,Pingtung County,"809,130",54,"1,296",0.20%,None,None,0.00%,54,"1,296",0.16,0,0,0,0,0,0,0,0,0
122,5/4/2021,Yilan County,"452,334",28,"1,223",0.30%,None,None,0.00%,28,"1,223",0.27,0,0,0,0,0,0,0,0,0
126,5/4/2021,Chiayi County,"497,172",65,"1,125",0.20%,None,None,0.00%,65,"1,125",0.23,0,0,0,0,0,0,0,0,0
121,5/4/2021,Keelung City,"366,643",95,"1,108",0.30%,None,None,0.00%,95,"1,108",0.3,0,0,0,0,0,0,0,0,0
123,5/4/2021,Hsinchu City,"452,450",37,"1,022",0.20%,None,None,0.00%,37,"1,022",0.23,0,0,0,0,0,0,0,0,0
119,5/4/2021,Yunlin County,"674,152",92,828,0.10%,None,None,0.00%,92,828,0.12,0,0,0,0,0,0,0,0,0
129,5/4/2021,Nantou County,"488,689",112,725,0.10%,None,None,0.00%,112,725,0.15,0,0,0,0,0,0,0,0,0
124,5/4/2021,Miaoli County,"540,917",96,682,0.10%,None,None,0.00%,96,682,0.13,0,0,0,0,0,0,0,0,0
128,5/4/2021,Taitung County,"214,428",48,385,0.20%,None,None,0.00%,48,385,0.18,0,0,0,0,0,0,0,0,0
131,5/4/2021,Kinmen County,"140,228",None,169,0.10%,None,None,0.00%,0,169,0.12,0,0,0,0,0,0,0,0,0
130,5/4/2021,Penghu County,"105,749",None,159,0.10%,None,None,0.00%,0,159,0.15,0,0,0,0,0,0,0,0,0
132,5/4/2021,Lienchiang County,"13,437",None,90,0.70%,None,None,0.00%,0,90,0.67,0,0,0,0,0,0,0,0,0
375,5/3/2021,Taipei City,"2,574,704",900,"13,382",0.50%,None,None,0.00%,900,"13,382",0.52,0,0,0,0,0,0,0,0,0
380,5/3/2021,Kaohsiung City,"2,758,494",556,"8,874",0.30%,None,None,0.00%,556,"8,874",0.32,0,0,0,0,0,0,0,0,0
377,5/3/2021,Taoyuan City,"2,270,939",495,"7,964",0.30%,None,None,0.00%,495,"7,964",0.35,0,0,0,0,0,0,0,0,0
378,5/3/2021,Taichung City,"2,820,114",523,"7,508",0.30%,None,None,0.00%,523,"7,508",0.27,0,0,0,0,0,0,0,0,0
376,5/3/2021,New Taipei City,"4,026,019",649,"7,153",0.20%,None,None,0.00%,649,"7,153",0.18,0,0,0,0,0,0,0,0,0
379,5/3/2021,Tainan City,"1,870,343",248,"3,466",0.20%,None,None,0.00%,248,"3,466",0.19,0,0,0,0,0,0,0,0,0
382,5/3/2021,Changhua County,"1,261,770",93,"1,728",0.10%,None,None,0.00%,93,"1,728",0.14,0,0,0,0,0,0,0,0,0
381,5/3/2021,Hsinchu County,"572,872",106,"1,675",0.30%,None,None,0.00%,106,"1,675",0.29,0,0,0,0,0,0,0,0,0
391,5/3/2021,Hualien County,"323,252",100,"1,272",0.40%,None,None,0.00%,100,"1,272",0.39,0,0,0,0,0,0,0,0,0
384,5/3/2021,Pingtung County,"809,130",20,"1,242",0.10%,None,None,0.00%,20,"1,242",0.15,0,0,0,0,0,0,0,0,0
389,5/3/2021,Chiayi City,"265,234",82,"1,222",0.50%,None,None,0.00%,82,"1,222",0.46,0,0,0,0,0,0,0,0,0
386,5/3/2021,Yilan County,"452,334",66,"1,195",0.30%,None,None,0.00%,66,"1,195",0.26,0,0,0,0,0,0,0,0,0
390,5/3/2021,Chiayi County,"497,172",49,"1,060",0.20%,None,None,0.00%,49,"1,060",0.21,0,0,0,0,0,0,0,0,0
385,5/3/2021,Keelung City,"366,643",76,"1,013",0.30%,None,None,0.00%,76,"1,013",0.28,0,0,0,0,0,0,0,0,0
387,5/3/2021,Hsinchu City,"452,450",68,985,0.20%,None,None,0.00%,68,985,0.22,0,0,0,0,0,0,0,0,0
383,5/3/2021,Yunlin County,"674,152",39,736,0.10%,None,None,0.00%,39,736,0.11,0,0,0,0,0,0,0,0,0
393,5/3/2021,Nantou County,"488,689",57,618,0.10%,None,None,0.00%,57,618,0.13,0,0,0,0,0,0,0,0,0
388,5/3/2021,Miaoli County,"540,917",18,589,0.10%,None,None,0.00%,18,589,0.11,0,0,0,0,0,0,0,0,0
392,5/3/2021,Taitung County,"214,428",6,337,0.20%,None,None,0.00%,6,337,0.16,0,0,0,0,0,0,0,0,0
395,5/3/2021,Kinmen County,"140,228",None,169,0.10%,None,None,0.00%,0,169,0.12,0,0,0,0,0,0,0,0,0
394,5/3/2021,Penghu County,"105,749",15,159,0.10%,None,None,0.00%,15,159,0.15,0,0,0,0,0,0,0,0,0
396,5/3/2021,Lienchiang County,"13,437",None,90,0.70%,None,None,0.00%,0,90,0.67,0,0,0,0,0,0,0,0,0
485,5/2/2021,Taipei City,"2,574,704",73,"12,464",0.50%,None,None,0.00%,73,"12,464",0.48,0,0,0,0,0,0,0,0,0
490,5/2/2021,Kaohsiung City,"2,758,494",None,"8,318",0.30%,None,None,0.00%,0,"8,318",0.3,0,0,0,0,0,0,0,0,0
487,5/2/2021,Taoyuan City,"2,270,939",148,"7,469",0.30%,None,None,0.00%,148,"7,469",0.33,0,0,0,0,0,0,0,0,0
488,5/2/2021,Taichung City,"2,820,114",37,"6,985",0.30%,None,None,0.00%,37,"6,985",0.25,0,0,0,0,0,0,0,0,0
486,5/2/2021,New Taipei City,"4,026,019",None,"6,504",0.20%,None,None,0.00%,0,"6,504",0.16,0,0,0,0,0,0,0,0,0
489,5/2/2021,Tainan City,"1,870,343",None,"3,218",0.20%,None,None,0.00%,0,"3,218",0.17,0,0,0,0,0,0,0,0,0
492,5/2/2021,Changhua County,"1,261,770",None,"1,635",0.10%,None,None,0.00%,0,"1,635",0.13,0,0,0,0,0,0,0,0,0
491,5/2/2021,Hsinchu County,"572,872",None,"1,569",0.30%,None,None,0.00%,0,"1,569",0.27,0,0,0,0,0,0,0,0,0
494,5/2/2021,Pingtung County,"809,130",None,"1,222",0.10%,None,None,0.00%,0,"1,222",0.15,0,0,0,0,0,0,0,0,0
501,5/2/2021,Hualien County,"323,252",8,"1,172",0.40%,None,None,0.00%,8,"1,172",0.36,0,0,0,0,0,0,0,0,0
499,5/2/2021,Chiayi City,"265,234",None,"1,140",0.40%,None,None,0.00%,0,"1,140",0.43,0,0,0,0,0,0,0,0,0
496,5/2/2021,Yilan County,"452,334",None,"1,129",0.30%,None,None,0.00%,0,"1,129",0.25,0,0,0,0,0,0,0,0,0
500,5/2/2021,Chiayi County,"497,172",None,"1,011",0.20%,None,None,0.00%,0,"1,011",0.2,0,0,0,0,0,0,0,0,0
495,5/2/2021,Keelung City,"366,643",None,937,0.30%,None,None,0.00%,0,937,0.26,0,0,0,0,0,0,0,0,0
497,5/2/2021,Hsinchu City,"452,450",None,919,0.20%,None,None,0.00%,0,919,0.2,0,0,0,0,0,0,0,0,0
493,5/2/2021,Yunlin County,"674,152",21,696,0.10%,None,None,0.00%,21,696,0.1,0,0,0,0,0,0,0,0,0
498,5/2/2021,Miaoli County,"540,917",None,571,0.10%,None,None,0.00%,0,571,0.11,0,0,0,0,0,0,0,0,0
503,5/2/2021,Nantou County,"488,689",None,561,0.10%,None,None,0.00%,0,561,0.11,0,0,0,0,0,0,0,0,0
502,5/2/2021,Taitung County,"214,428",None,331,0.10%,None,None,0.00%,0,331,0.15,0,0,0,0,0,0,0,0,0
505,5/2/2021,Kinmen County,"140,228",None,169,0.10%,None,None,0.00%,0,169,0.12,0,0,0,0,0,0,0,0,0
504,5/2/2021,Penghu County,"105,749",None,144,0.10%,None,None,0.00%,0,144,0.14,0,0,0,0,0,0,0,0,0
506,5/2/2021,Lienchiang County,"13,437",None,88,0.70%,None,None,0.00%,0,88,0.65,0,0,0,0,0,0,0,0,0
177,4/30/2021,Taipei City,"2,574,704",881,"12,351",0.50%,None,None,0.00%,881,"12,351",0.48,0,0,0,0,0,0,0,0,0
182,4/30/2021,Kaohsiung City,"2,758,494",284,"8,293",0.30%,None,None,0.00%,284,"8,293",0.3,0,0,0,0,0,0,0,0,0
179,4/30/2021,Taoyuan City,"2,270,939",498,"7,321",0.30%,None,None,0.00%,498,"7,321",0.32,0,0,0,0,0,0,0,0,0
180,4/30/2021,Taichung City,"2,820,114",462,"6,947",0.30%,None,None,0.00%,462,"6,947",0.25,0,0,0,0,0,0,0,0,0
178,4/30/2021,New Taipei City,"4,026,019",548,"6,504",0.20%,None,None,0.00%,548,"6,504",0.16,0,0,0,0,0,0,0,0,0
181,4/30/2021,Tainan City,"1,870,343",106,"3,218",0.20%,None,None,0.00%,106,"3,218",0.17,0,0,0,0,0,0,0,0,0
184,4/30/2021,Changhua County,"1,261,770",130,"1,627",0.10%,None,None,0.00%,130,"1,627",0.13,0,0,0,0,0,0,0,0,0
183,4/30/2021,Hsinchu County,"572,872",149,"1,561",0.30%,None,None,0.00%,149,"1,561",0.27,0,0,0,0,0,0,0,0,0
186,4/30/2021,Pingtung County,"809,130",87,"1,223",0.10%,None,None,0.00%,87,"1,223",0.15,0,0,0,0,0,0,0,0,0
193,4/30/2021,Hualien County,"323,252",76,"1,164",0.40%,None,None,0.00%,76,"1,164",0.36,0,0,0,0,0,0,0,0,0
191,4/30/2021,Chiayi City,"265,234",89,"1,140",0.40%,None,None,0.00%,89,"1,140",0.43,0,0,0,0,0,0,0,0,0
188,4/30/2021,Yilan County,"452,334",54,"1,129",0.30%,None,None,0.00%,54,"1,129",0.25,0,0,0,0,0,0,0,0,0
192,4/30/2021,Chiayi County,"497,172",None,"1,011",0.20%,None,None,0.00%,0,"1,011",0.2,0,0,0,0,0,0,0,0,0
187,4/30/2021,Keelung City,"366,643",60,937,0.30%,None,None,0.00%,60,937,0.26,0,0,0,0,0,0,0,0,0
189,4/30/2021,Hsinchu City,"452,450",91,919,0.20%,None,None,0.00%,91,919,0.2,0,0,0,0,0,0,0,0,0
185,4/30/2021,Yunlin County,"674,152",65,674,0.10%,None,None,0.00%,65,674,0.1,0,0,0,0,0,0,0,0,0
190,4/30/2021,Miaoli County,"540,917",43,571,0.10%,None,None,0.00%,43,571,0.11,0,0,0,0,0,0,0,0,0
195,4/30/2021,Nantou County,"488,689",29,561,0.10%,None,None,0.00%,29,561,0.11,0,0,0,0,0,0,0,0,0
194,4/30/2021,Taitung County,"214,428",11,332,0.10%,None,None,0.00%,11,332,0.15,0,0,0,0,0,0,0,0,0
197,4/30/2021,Kinmen County,"140,228",27,169,0.10%,None,None,0.00%,27,169,0.12,0,0,0,0,0,0,0,0,0
196,4/30/2021,Penghu County,"105,749",None,144,0.10%,None,None,0.00%,0,144,0.14,0,0,0,0,0,0,0,0,0
198,4/30/2021,Lienchiang County,"13,437",None,88,0.70%,None,None,0.00%,0,88,0.65,0,0,0,0,0,0,0,0,0
243,4/29/2021,Taipei City,"2,574,704",569,"11,470",0.50%,None,None,0.00%,569,"11,470",0.45,0,0,0,0,0,0,0,0,0
248,4/29/2021,Kaohsiung City,"2,758,494",411,"8,009",0.30%,None,None,0.00%,411,"8,009",0.29,0,0,0,0,0,0,0,0,0
245,4/29/2021,Taoyuan City,"2,270,939",583,"6,823",0.30%,None,None,0.00%,583,"6,823",0.3,0,0,0,0,0,0,0,0,0
246,4/29/2021,Taichung City,"2,820,114",360,"6,485",0.20%,None,None,0.00%,360,"6,485",0.23,0,0,0,0,0,0,0,0,0
244,4/29/2021,New Taipei City,"4,026,019",377,"5,956",0.10%,None,None,0.00%,377,"5,956",0.15,0,0,0,0,0,0,0,0,0
247,4/29/2021,Tainan City,"1,870,343",157,"3,111",0.20%,None,None,0.00%,157,"3,111",0.17,0,0,0,0,0,0,0,0,0
250,4/29/2021,Changhua County,"1,261,770",126,"1,497",0.10%,None,None,0.00%,126,"1,497",0.12,0,0,0,0,0,0,0,0,0
249,4/29/2021,Hsinchu County,"572,872",126,"1,412",0.30%,None,None,0.00%,126,"1,412",0.25,0,0,0,0,0,0,0,0,0
252,4/29/2021,Pingtung County,"809,130",63,"1,136",0.10%,None,None,0.00%,63,"1,136",0.14,0,0,0,0,0,0,0,0,0
259,4/29/2021,Hualien County,"323,252",40,"1,085",0.30%,None,None,0.00%,40,"1,085",0.34,0,0,0,0,0,0,0,0,0
254,4/29/2021,Yilan County,"452,334",71,"1,075",0.20%,None,None,0.00%,71,"1,075",0.24,0,0,0,0,0,0,0,0,0
257,4/29/2021,Chiayi City,"265,234",51,"1,051",0.40%,None,None,0.00%,51,"1,051",0.4,0,0,0,0,0,0,0,0,0
258,4/29/2021,Chiayi County,"497,172",41,"1,011",0.20%,None,None,0.00%,41,"1,011",0.2,0,0,0,0,0,0,0,0,0
253,4/29/2021,Keelung City,"366,643",66,877,0.20%,None,None,0.00%,66,877,0.24,0,0,0,0,0,0,0,0,0
255,4/29/2021,Hsinchu City,"452,450",54,827,0.20%,None,None,0.00%,54,827,0.18,0,0,0,0,0,0,0,0,0
251,4/29/2021,Yunlin County,"674,152",10,609,0.10%,None,None,0.00%,10,609,0.09,0,0,0,0,0,0,0,0,0
261,4/29/2021,Nantou County,"488,689",39,532,0.10%,None,None,0.00%,39,532,0.11,0,0,0,0,0,0,0,0,0
256,4/29/2021,Miaoli County,"540,917",None,528,0.10%,None,None,0.00%,0,528,0.1,0,0,0,0,0,0,0,0,0
260,4/29/2021,Taitung County,"214,428",34,321,0.10%,None,None,0.00%,34,321,0.15,0,0,0,0,0,0,0,0,0
262,4/29/2021,Penghu County,"105,749",28,144,0.10%,None,None,0.00%,28,144,0.14,0,0,0,0,0,0,0,0,0
263,4/29/2021,Kinmen County,"140,228",None,142,0.10%,None,None,0.00%,0,142,0.1,0,0,0,0,0,0,0,0,0
264,4/29/2021,Lienchiang County,"13,437",18,88,0.70%,None,None,0.00%,18,88,0.65,0,0,0,0,0,0,0,0,0
"1,343",4/28/2021,Taipei City,"2,574,704",625,"10,867",0.40%,None,None,0.00%,625,"10,867",0.42,0,0,0,0,0,0,0,0,0
"1,348",4/28/2021,Kaohsiung City,"2,758,494",244,"7,598",0.30%,None,None,0.00%,244,"7,598",0.28,0,0,0,0,0,0,0,0,0
"1,345",4/28/2021,Taoyuan City,"2,270,939",478,"6,212",0.30%,None,None,0.00%,478,"6,212",0.27,0,0,0,0,0,0,0,0,0
"1,346",4/28/2021,Taichung City,"2,820,114",302,"6,125",0.20%,None,None,0.00%,302,"6,125",0.22,0,0,0,0,0,0,0,0,0
"1,344",4/28/2021,New Taipei City,"4,026,019",388,"5,542",0.10%,None,None,0.00%,388,"5,542",0.14,0,0,0,0,0,0,0,0,0
"1,347",4/28/2021,Tainan City,"1,870,343",106,"2,943",0.20%,None,None,0.00%,106,"2,943",0.16,0,0,0,0,0,0,0,0,0
"1,350",4/28/2021,Changhua County,"1,261,770",81,"1,371",0.10%,None,None,0.00%,81,"1,371",0.11,0,0,0,0,0,0,0,0,0
"1,349",4/28/2021,Hsinchu County,"572,872",90,"1,286",0.20%,None,None,0.00%,90,"1,286",0.22,0,0,0,0,0,0,0,0,0
"1,352",4/28/2021,Pingtung County,"809,130",9,"1,072",0.10%,None,None,0.00%,9,"1,072",0.13,0,0,0,0,0,0,0,0,0
"1,359",4/28/2021,Hualien County,"323,252",26,"1,037",0.30%,None,None,0.00%,26,"1,037",0.32,0,0,0,0,0,0,0,0,0
"1,354",4/28/2021,Yilan County,"452,334",6,"1,004",0.20%,None,None,0.00%,6,"1,004",0.22,0,0,0,0,0,0,0,0,0
"1,357",4/28/2021,Chiayi City,"265,234",58,"1,000",0.40%,None,None,0.00%,58,"1,000",0.38,0,0,0,0,0,0,0,0,0
"1,358",4/28/2021,Chiayi County,"497,172",33,966,0.20%,None,None,0.00%,33,966,0.19,0,0,0,0,0,0,0,0,0
"1,353",4/28/2021,Keelung City,"366,643",35,811,0.20%,None,None,0.00%,35,811,0.22,0,0,0,0,0,0,0,0,0
"1,355",4/28/2021,Hsinchu City,"452,450",45,765,0.20%,None,None,0.00%,45,765,0.17,0,0,0,0,0,0,0,0,0
"1,351",4/28/2021,Yunlin County,"674,152",16,598,0.10%,None,None,0.00%,16,598,0.09,0,0,0,0,0,0,0,0,0
"1,356",4/28/2021,Miaoli County,"540,917",18,528,0.10%,None,None,0.00%,18,528,0.1,0,0,0,0,0,0,0,0,0
"1,361",4/28/2021,Nantou County,"488,689",21,493,0.10%,None,None,0.00%,21,493,0.1,0,0,0,0,0,0,0,0,0
"1,360",4/28/2021,Taitung County,"214,428",None,287,0.10%,None,None,0.00%,0,287,0.13,0,0,0,0,0,0,0,0,0
"1,363",4/28/2021,Kinmen County,"140,228",26,142,0.10%,None,None,0.00%,26,142,0.1,0,0,0,0,0,0,0,0,0
"1,362",4/28/2021,Penghu County,"105,749",None,116,0.10%,None,None,0.00%,0,116,0.11,0,0,0,0,0,0,0,0,0
"1,364",4/28/2021,Lienchiang County,"13,437",None,70,0.50%,None,None,0.00%,0,70,0.52,0,0,0,0,0,0,0,0,0
287,4/25/2021,Taipei City,"2,574,704",117,"8,841",0.30%,None,None,0.00%,117,"8,841",0.34,0,0,0,0,0,0,0,0,0
292,4/25/2021,Kaohsiung City,"2,758,494",None,"6,953",0.30%,None,None,0.00%,0,"6,953",0.25,0,0,0,0,0,0,0,0,0
290,4/25/2021,Taichung City,"2,820,114",11,"5,169",0.20%,None,None,0.00%,11,"5,169",0.18,0,0,0,0,0,0,0,0,0
289,4/25/2021,Taoyuan City,"2,270,939",None,"4,699",0.20%,None,None,0.00%,0,"4,699",0.21,0,0,0,0,0,0,0,0,0
288,4/25/2021,New Taipei City,"4,026,019",None,"4,204",0.10%,None,None,0.00%,0,"4,204",0.1,0,0,0,0,0,0,0,0,0
291,4/25/2021,Tainan City,"1,870,343",None,"2,654",0.10%,None,None,0.00%,0,"2,654",0.14,0,0,0,0,0,0,0,0,0
294,4/25/2021,Changhua County,"1,261,770",None,"1,195",0.10%,None,None,0.00%,0,"1,195",0.09,0,0,0,0,0,0,0,0,0
293,4/25/2021,Hsinchu County,"572,872",None,"1,073",0.20%,None,None,0.00%,0,"1,073",0.19,0,0,0,0,0,0,0,0,0
296,4/25/2021,Pingtung County,"809,130",None,"1,027",0.10%,None,None,0.00%,0,"1,027",0.13,0,0,0,0,0,0,0,0,0
303,4/25/2021,Hualien County,"323,252",8,957,0.30%,None,None,0.00%,8,957,0.3,0,0,0,0,0,0,0,0,0
298,4/25/2021,Yilan County,"452,334",None,920,0.20%,None,None,0.00%,0,920,0.2,0,0,0,0,0,0,0,0,0
302,4/25/2021,Chiayi County,"497,172",None,893,0.20%,None,None,0.00%,0,893,0.18,0,0,0,0,0,0,0,0,0
301,4/25/2021,Chiayi City,"265,234",None,842,0.30%,None,None,0.00%,0,842,0.32,0,0,0,0,0,0,0,0,0
297,4/25/2021,Keelung City,"366,643",None,689,0.20%,None,None,0.00%,0,689,0.19,0,0,0,0,0,0,0,0,0
299,4/25/2021,Hsinchu City,"452,450",None,678,0.10%,None,None,0.00%,0,678,0.15,0,0,0,0,0,0,0,0,0
295,4/25/2021,Yunlin County,"674,152",None,480,0.10%,None,None,0.00%,0,480,0.07,0,0,0,0,0,0,0,0,0
300,4/25/2021,Miaoli County,"540,917",None,449,0.10%,None,None,0.00%,0,449,0.08,0,0,0,0,0,0,0,0,0
305,4/25/2021,Nantou County,"488,689",None,421,0.10%,None,None,0.00%,0,421,0.09,0,0,0,0,0,0,0,0,0
304,4/25/2021,Taitung County,"214,428",None,236,0.10%,None,None,0.00%,0,236,0.11,0,0,0,0,0,0,0,0,0
307,4/25/2021,Kinmen County,"140,228",None,116,0.10%,None,None,0.00%,0,116,0.08,0,0,0,0,0,0,0,0,0
306,4/25/2021,Penghu County,"105,749",None,106,0.10%,None,None,0.00%,0,106,0.1,0,0,0,0,0,0,0,0,0
308,4/25/2021,Lienchiang County,"13,437",None,70,0.50%,None,None,0.00%,0,70,0.52,0,0,0,0,0,0,0,0,0
