ID,Date,City,Population,Daily vaccinations,Total vaccinations,Percentage (%),Delivery (bottle),Remaining (bottle),Remaining (%),Daily vaccinations (AZ),Total vaccinations (AZ),"Percentage (AZ,%)","Delivery (AZ,doses)","Remaining (AZ,doses)","Remaining (AZ,%)",Daily vaccinations (Moderna),Total vaccinations (Moderna),"Percentage (Moderna,%)","Delivery (Moderna,doses)","Remaining (Moderna,doses)","Remaining (Moderna,%)"
"1,168",7/26/2021,New Taipei City,"4,026,019",None,"1,205,722",29.90%,"1,397,834","264,080",18.90%,0,"664,763",16.51,"853,700","252,070",29.53,0,"540,959",13.44,"544,134","12,010",2.21
"1,167",7/26/2021,Taipei City,"2,574,704",None,"1,039,014",40.40%,"1,195,958","202,112",16.90%,0,"581,072",22.57,"704,910","171,610",24.34,0,"457,942",17.79,"491,048","30,502",6.21
"1,172",7/26/2021,Kaohsiung City,"2,758,494",None,"815,949",29.60%,"906,742","144,784",16.00%,0,"458,321",16.61,"547,300","130,920",23.92,0,"357,628",12.96,"359,442","13,864",3.86
"1,170",7/26/2021,Taichung City,"2,820,114",None,"796,772",28.30%,"882,340","137,152",15.50%,0,"508,235",18.02,"578,700","117,920",20.38,0,"288,537",10.23,"303,640","19,232",6.33
"1,169",7/26/2021,Taoyuan City,"2,270,939",None,"659,631",29.10%,"780,286","168,906",21.60%,0,"368,788",16.24,"489,190","158,740",32.45,0,"290,843",12.81,"291,096","10,166",3.49
"1,171",7/26/2021,Tainan City,"1,870,343",None,"495,835",26.50%,"564,060","106,562",18.90%,0,"303,701",16.24,"370,700","100,470",27.1,0,"192,134",10.27,"193,360","6,092",3.15
"1,174",7/26/2021,Changhua County,"1,261,770",None,"334,929",26.50%,"366,800","56,054",15.30%,0,"215,508",17.08,"244,500","51,400",21.02,0,"119,421",9.46,"122,300","4,654",3.81
"1,176",7/26/2021,Pingtung County,"809,130",None,"250,038",30.90%,"264,740","27,292",10.30%,0,"144,417",17.85,"158,460","25,030",15.8,0,"105,621",13.05,"106,280","2,262",2.13
"1,175",7/26/2021,Yunlin County,"674,152",None,"190,124",28.20%,"204,400","29,612",14.50%,0,"124,734",18.5,"136,100","25,210",18.52,0,"65,390",9.7,"68,300","4,402",6.45
"1,180",7/26/2021,Miaoli County,"540,917",None,"129,297",23.90%,"142,600","22,048",15.50%,0,"78,921",14.59,"92,300","20,860",22.6,0,"50,376",9.31,"50,300","1,188",2.36
"1,185",7/26/2021,Nantou County,"488,689",None,"128,401",26.30%,"141,340","22,426",15.90%,0,"74,051",15.15,"87,500","21,760",24.87,0,"54,350",11.12,"53,840",666,1.24
"1,173",7/26/2021,Hsinchu County,"572,872",None,"127,040",22.20%,"149,120","30,630",20.50%,0,"80,775",14.1,"100,300","27,420",27.34,0,"46,265",8.08,"48,820","3,210",6.58
"1,182",7/26/2021,Chiayi County,"497,172",None,"126,703",25.50%,"142,956","24,968",17.50%,0,"77,743",15.64,"94,600","24,800",26.22,0,"48,960",9.85,"48,356",168,0.35
"1,178",7/26/2021,Yilan County,"452,334",None,"125,702",27.80%,"151,060","35,358",23.40%,0,"76,628",16.94,"102,200","34,200",33.46,0,"49,074",10.85,"48,860","1,158",2.37
"1,179",7/26/2021,Hsinchu City,"452,450",None,"123,134",27.20%,"140,160","26,190",18.70%,0,"77,370",17.1,"94,700","25,120",26.53,0,"45,764",10.11,"45,460","1,070",2.35
"1,177",7/26/2021,Keelung City,"366,643",None,"111,326",30.40%,"136,350","36,006",26.40%,0,"56,401",15.38,"79,630","32,080",40.29,0,"54,925",14.98,"56,720","3,926",6.92
"1,183",7/26/2021,Hualien County,"323,252",None,"102,074",31.60%,"119,388","24,328",20.40%,0,"53,996",16.7,"69,870","21,620",30.94,0,"48,078",14.87,"49,518","2,708",5.47
"1,181",7/26/2021,Chiayi City,"265,234",None,"98,325",37.10%,"106,964","19,190",17.90%,0,"69,107",26.06,"77,100","17,100",22.18,0,"29,218",11.02,"29,864","2,090",7
"1,184",7/26/2021,Taitung County,"214,428",None,"66,277",30.90%,"72,332","9,814",13.60%,0,"29,140",13.59,"35,130","9,010",25.65,0,"37,137",17.32,"37,202",804,2.16
"1,186",7/26/2021,Penghu County,"105,749",None,"44,426",42.00%,"45,520","4,894",10.80%,0,"30,307",28.66,"31,800","4,600",14.47,0,"14,119",13.35,"13,720",294,2.14
"1,187",7/26/2021,Kinmen County,"140,228",None,"33,127",23.60%,"40,920","9,540",23.30%,0,"20,539",14.65,"27,500","8,840",32.15,0,"12,588",8.98,"13,420",700,5.22
"1,188",7/26/2021,Lienchiang County,"13,437",None,"9,284",69.10%,"13,300","4,442",33.40%,0,"6,870",51.13,"10,300","3,980",38.64,0,"2,414",17.97,"3,000",462,15.4
838,7/25/2021,New Taipei City,"4,026,019",None,"1,142,738",28.40%,"1,397,834","325,656",23.30%,0,"604,697",15.02,"853,700","313,020",36.67,0,"538,041",13.36,"544,134","12,636",2.32
837,7/25/2021,Taipei City,"2,574,704",None,"1,000,259",38.90%,"1,195,958","236,693",19.80%,0,"544,949",21.17,"704,910","205,110",29.1,0,"455,310",17.68,"491,048","31,583",6.43
842,7/25/2021,Kaohsiung City,"2,758,494",None,"783,738",28.40%,"906,742","175,252",19.30%,0,"427,832",15.51,"547,300","159,550",29.15,0,"355,906",12.9,"359,442","15,702",4.37
840,7/25/2021,Taichung City,"2,820,114",None,"742,047",26.30%,"882,340","186,344",21.10%,0,"455,047",16.14,"578,700","165,700",28.63,0,"287,000",10.18,"303,640","20,644",6.8
839,7/25/2021,Taoyuan City,"2,270,939",None,"617,276",27.20%,"780,286","205,101",26.30%,0,"327,719",14.43,"489,190","194,280",39.71,0,"289,557",12.75,"291,096","10,821",3.72
841,7/25/2021,Tainan City,"1,870,343",None,"470,723",25.20%,"564,060","136,408",24.20%,0,"280,651",15.01,"370,700","128,080",34.55,0,"190,072",10.16,"193,360","8,328",4.31
844,7/25/2021,Changhua County,"1,261,770",None,"319,882",25.40%,"366,800","69,661",19.00%,0,"201,724",15.99,"244,500","63,650",26.03,0,"118,158",9.36,"122,300","6,011",4.91
846,7/25/2021,Pingtung County,"809,130",None,"239,483",29.60%,"264,740","39,552",14.90%,0,"134,146",16.58,"158,460","36,940",23.31,0,"105,337",13.02,"106,280","2,612",2.46
845,7/25/2021,Yunlin County,"674,152",None,"183,585",27.20%,"204,400","35,017",17.10%,0,"118,928",17.64,"136,100","30,360",22.31,0,"64,657",9.59,"68,300","4,657",6.82
850,7/25/2021,Miaoli County,"540,917",None,"124,686",23.10%,"142,600","27,507",19.30%,0,"74,612",13.79,"92,300","26,010",28.18,0,"50,074",9.26,"50,300","1,497",2.98
852,7/25/2021,Chiayi County,"497,172",None,"123,181",24.80%,"142,956","31,212",21.80%,0,"74,232",14.93,"94,600","30,990",32.76,0,"48,949",9.85,"48,356",222,0.46
855,7/25/2021,Nantou County,"488,689",None,"122,992",25.20%,"141,340","27,062",19.10%,0,"68,869",14.09,"87,500","26,330",30.09,0,"54,123",11.08,"53,840",732,1.36
843,7/25/2021,Hsinchu County,"572,872",None,"120,264",21.00%,"149,120","36,525",24.50%,0,"74,231",12.96,"100,300","33,110",33.01,0,"46,033",8.04,"48,820","3,415",7
848,7/25/2021,Yilan County,"452,334",None,"119,526",26.40%,"151,060","41,455",27.40%,0,"70,613",15.61,"102,200","40,160",39.3,0,"48,913",10.81,"48,860","1,295",2.65
849,7/25/2021,Hsinchu City,"452,450",None,"116,917",25.80%,"140,160","31,784",22.70%,0,"71,150",15.73,"94,700","30,660",32.38,0,"45,767",10.12,"45,460","1,124",2.47
847,7/25/2021,Keelung City,"366,643",None,"107,477",29.30%,"136,350","38,758",28.40%,0,"53,214",14.51,"79,630","34,870",43.79,0,"54,263",14.8,"56,720","3,888",6.85
853,7/25/2021,Hualien County,"323,252",None,"97,378",30.10%,"119,388","27,190",22.80%,0,"50,306",15.56,"69,870","24,190",34.62,0,"47,072",14.56,"49,518","3,000",6.06
851,7/25/2021,Chiayi City,"265,234",None,"92,876",35.00%,"106,964","24,662",23.10%,0,"63,885",24.09,"77,100","22,370",29.01,0,"28,991",10.93,"29,864","2,292",7.67
854,7/25/2021,Taitung County,"214,428",None,"64,083",29.90%,"72,332","11,045",15.30%,0,"27,040",12.61,"35,130","10,270",29.23,0,"37,043",17.28,"37,202",775,2.08
856,7/25/2021,Penghu County,"105,749",None,"43,326",41.00%,"45,520","6,568",14.40%,0,"29,302",27.71,"31,800","5,940",18.68,0,"14,024",13.26,"13,720",628,4.58
857,7/25/2021,Kinmen County,"140,228",None,"32,449",23.10%,"40,920","10,059",24.60%,0,"20,029",14.28,"27,500","9,240",33.6,0,"12,420",8.86,"13,420",819,6.1
858,7/25/2021,Lienchiang County,"13,437",None,"9,243",68.80%,"13,300","4,478",33.70%,0,"6,829",50.82,"10,300","4,020",39.03,0,"2,414",17.97,"3,000",458,15.27
"1,014",7/23/2021,New Taipei City,"4,026,019",None,"1,094,323",27.20%,"1,258,030","219,008",17.40%,0,"556,625",13.83,"713,700","205,930",28.85,0,"537,698",13.36,"544,330","13,078",2.4
"1,013",7/23/2021,Taipei City,"2,574,704",None,"977,608",38.00%,"1,108,762","168,349",15.20%,0,"523,494",20.33,"617,910","136,810",22.14,0,"454,114",17.64,"490,852","31,539",6.43
"1,018",7/23/2021,Kaohsiung City,"2,758,494",None,"735,455",26.70%,"824,742","137,962",16.70%,0,"381,266",13.82,"465,300","120,010",25.79,0,"354,189",12.84,"359,442","17,952",4.99
"1,016",7/23/2021,Taichung City,"2,820,114",None,"690,130",24.50%,"790,340","140,384",17.80%,0,"403,758",14.32,"486,700","119,460",24.54,0,"286,372",10.15,"303,640","20,924",6.89
"1,015",7/23/2021,Taoyuan City,"2,270,939",None,"585,381",25.80%,"706,286","159,104",22.50%,0,"296,059",13.04,"415,190","149,670",36.05,0,"289,322",12.74,"291,096","9,434",3.24
"1,017",7/23/2021,Tainan City,"1,870,343",None,"443,149",23.70%,"507,060","98,940",19.50%,0,"254,406",13.6,"313,700","91,510",29.17,0,"188,743",10.09,"193,360","7,430",3.84
"1,020",7/23/2021,Changhua County,"1,261,770",None,"299,826",23.80%,"328,800","49,201",15.00%,0,"181,911",14.42,"206,500","42,960",20.8,0,"117,915",9.35,"122,300","6,241",5.1
"1,022",7/23/2021,Pingtung County,"809,130",None,"223,301",27.60%,"242,740","29,787",12.30%,0,"118,182",14.61,"136,460","27,730",20.32,0,"105,119",12.99,"106,280","2,057",1.94
"1,021",7/23/2021,Yunlin County,"674,152",None,"174,110",25.80%,"186,400","24,541",13.20%,0,"109,624",16.26,"118,100","20,660",17.49,0,"64,486",9.57,"68,300","3,881",5.68
"1,031",7/23/2021,Nantou County,"488,689",None,"118,826",24.30%,"129,140","19,653",15.20%,0,"65,945",13.49,"75,300","17,110",22.72,0,"52,881",10.82,"53,840","2,543",4.72
"1,024",7/23/2021,Yilan County,"452,334",None,"116,821",25.80%,"135,060","27,231",20.20%,0,"67,932",15.02,"86,200","26,140",30.32,0,"48,889",10.81,"48,860","1,091",2.23
"1,026",7/23/2021,Miaoli County,"540,917",None,"116,783",21.60%,"127,600","18,318",14.40%,0,"66,738",12.34,"77,300","16,690",21.59,0,"50,045",9.25,"50,300","1,628",3.24
"1,028",7/23/2021,Chiayi County,"497,172",None,"115,505",23.20%,"129,956","22,850",17.60%,0,"66,556",13.39,"81,600","22,850",28,0,"48,949",9.85,"48,356",0,0
"1,019",7/23/2021,Hsinchu County,"572,872",None,"112,262",19.60%,"131,120","27,325",20.80%,0,"67,764",11.83,"82,300","22,290",27.08,0,"44,498",7.77,"48,820","5,035",10.31
"1,025",7/23/2021,Hsinchu City,"452,450",None,"111,600",24.70%,"124,160","20,030",16.10%,0,"66,362",14.67,"78,700","18,760",23.84,0,"45,238",10,"45,460","1,270",2.79
"1,023",7/23/2021,Keelung City,"366,643",None,"104,143",28.40%,"125,350","27,991",22.30%,0,"50,609",13.8,"68,630","24,220",35.29,0,"53,534",14.6,"56,720","3,771",6.65
"1,029",7/23/2021,Hualien County,"323,252",None,"95,574",29.60%,"119,388","32,595",27.30%,0,"48,531",15.01,"69,870","27,210",38.94,0,"47,043",14.55,"49,518","5,385",10.87
"1,027",7/23/2021,Chiayi City,"265,234",None,"90,164",34.00%,"96,964","17,030",17.60%,0,"61,173",23.06,"67,100","14,800",22.06,0,"28,991",10.93,"29,864","2,230",7.47
"1,030",7/23/2021,Taitung County,"214,428",None,"58,833",27.40%,"72,332","16,501",22.80%,0,"26,789",12.49,"35,130","10,940",31.14,0,"32,044",14.94,"37,202","5,561",14.95
"1,032",7/23/2021,Penghu County,"105,749",None,"41,958",39.70%,"45,520","7,840",17.20%,0,"27,997",26.47,"31,800","7,180",22.58,0,"13,961",13.2,"13,720",660,4.81
"1,033",7/23/2021,Kinmen County,"140,228",None,"32,070",22.90%,"40,920","10,362",25.30%,0,"19,760",14.09,"27,500","9,410",34.22,0,"12,310",8.78,"13,420",952,7.09
"1,034",7/23/2021,Lienchiang County,"13,437",None,"9,243",68.80%,"13,300","4,482",33.70%,0,"6,829",50.82,"10,300","4,020",39.03,0,"2,414",17.97,"3,000",462,15.4
640,7/22/2021,New Taipei City,"4,026,019",None,"1,019,904",25.30%,"1,147,030","153,163",13.30%,0,"486,598",12.09,"602,700","146,460",24.3,0,"533,306",13.25,"544,330","6,703",1.23
639,7/22/2021,Taipei City,"2,574,704",None,"934,522",36.30%,"1,036,762","139,904",13.50%,0,"484,869",18.83,"545,910","104,560",19.15,0,"449,653",17.46,"490,852","35,344",7.2
644,7/22/2021,Kaohsiung City,"2,758,494",None,"709,219",25.70%,"751,742","85,492",11.40%,0,"357,616",12.96,"392,300","66,170",16.87,0,"351,603",12.75,"359,442","19,322",5.38
642,7/22/2021,Taichung City,"2,820,114",None,"669,979",23.80%,"723,340","91,020",12.60%,0,"384,696",13.64,"419,700","70,240",16.74,0,"285,283",10.12,"303,640","20,780",6.84
641,7/22/2021,Taoyuan City,"2,270,939",None,"582,496",25.60%,"646,286","99,961",15.50%,0,"294,780",12.98,"355,190","92,380",26.01,0,"287,716",12.67,"291,096","7,581",2.6
643,7/22/2021,Tainan City,"1,870,343",None,"418,398",22.40%,"454,060","65,910",14.50%,0,"230,690",12.33,"260,700","58,260",22.35,0,"187,708",10.04,"193,360","7,650",3.96
646,7/22/2021,Changhua County,"1,261,770",None,"283,915",22.50%,"309,800","44,466",14.30%,0,"166,860",13.22,"187,500","38,070",20.3,0,"117,055",9.28,"122,300","6,396",5.23
648,7/22/2021,Pingtung County,"809,130",None,"211,078",26.10%,"226,740","24,724",10.90%,0,"106,276",13.13,"120,460","22,590",18.75,0,"104,802",12.95,"106,280","2,134",2.01
647,7/22/2021,Yunlin County,"674,152",None,"156,191",23.20%,"181,400","34,938",19.30%,0,"92,048",13.65,"113,100","31,340",27.71,0,"64,143",9.51,"68,300","3,598",5.27
650,7/22/2021,Yilan County,"452,334",None,"113,846",25.20%,"122,060","16,694",13.70%,0,"65,035",14.38,"73,200","15,590",21.3,0,"48,811",10.79,"48,860","1,104",2.26
657,7/22/2021,Nantou County,"488,689",None,"112,700",23.10%,"117,140","12,130",10.40%,0,"61,077",12.5,"63,300","8,620",13.62,0,"51,623",10.56,"53,840","3,510",6.52
652,7/22/2021,Miaoli County,"540,917",None,"111,225",20.60%,"119,600","15,319",12.80%,0,"61,539",11.38,"69,300","13,410",19.35,0,"49,686",9.19,"50,300","1,909",3.8
654,7/22/2021,Chiayi County,"497,172",None,"109,804",22.10%,"118,956","14,960",12.60%,0,"60,855",12.24,"70,600","14,960",21.19,0,"48,949",9.85,"48,356",0,0
645,7/22/2021,Hsinchu County,"572,872",None,"105,726",18.50%,"118,120","19,922",16.90%,0,"61,757",10.78,"69,300","14,450",20.85,0,"43,969",7.68,"48,820","5,472",11.21
651,7/22/2021,Hsinchu City,"452,450",None,"104,953",23.20%,"114,160","15,782",13.80%,0,"59,872",13.23,"68,700","14,500",21.11,0,"45,081",9.96,"45,460","1,282",2.82
649,7/22/2021,Keelung City,"366,643",None,"103,254",28.20%,"115,350","17,516",15.20%,0,"50,192",13.69,"58,630","14,720",25.11,0,"53,062",14.47,"56,720","2,796",4.93
655,7/22/2021,Hualien County,"323,252",None,"91,002",28.10%,"103,888","20,248",19.50%,0,"45,464",14.06,"54,370","14,350",26.39,0,"45,538",14.09,"49,518","5,898",11.91
653,7/22/2021,Chiayi City,"265,234",None,"83,127",31.30%,"87,964","13,797",15.70%,0,"54,504",20.55,"58,100","11,370",19.57,0,"28,623",10.79,"29,864","2,427",8.13
656,7/22/2021,Taitung County,"214,428",None,"57,274",26.70%,"65,432","10,600",16.20%,0,"25,305",11.8,"28,230","5,170",18.31,0,"31,969",14.91,"37,202","5,430",14.6
658,7/22/2021,Penghu County,"105,749",None,"40,391",38.20%,"40,520","5,709",14.10%,0,"26,867",25.41,"26,800","2,950",11.01,0,"13,524",12.79,"13,720","2,759",20.11
659,7/22/2021,Kinmen County,"140,228",None,"31,349",22.40%,"36,920","7,209",19.50%,0,"19,417",13.85,"23,500","5,720",24.34,0,"11,932",8.51,"13,420","1,489",11.1
660,7/22/2021,Lienchiang County,"13,437",None,"9,243",68.80%,"13,300","4,476",33.60%,0,"6,829",50.82,"10,300","4,020",39.03,0,"2,414",17.97,"3,000",456,15.2
24,7/21/2021,New Taipei City,"4,026,019",None,"1,004,476",24.90%,"1,122,930","144,554",12.90%,0,"476,893",11.85,"578,600","134,030",23.16,0,"527,583",13.1,"544,330","10,524",1.93
23,7/21/2021,Taipei City,"2,574,704",None,"901,479",35.00%,"1,022,734","155,584",15.20%,0,"456,961",17.75,"531,910","115,870",21.78,0,"444,518",17.26,"490,824","39,714",8.09
28,7/21/2021,Kaohsiung City,"2,758,494",None,"700,911",25.40%,"741,742","82,942",11.20%,0,"351,319",12.74,"382,300","61,560",16.1,0,"349,592",12.67,"359,442","21,382",5.95
26,7/21/2021,Taichung City,"2,820,114",None,"629,855",22.30%,"700,340","102,427",14.60%,0,"346,654",12.29,"396,700","80,690",20.34,0,"283,201",10.04,"303,640","21,737",7.16
25,7/21/2021,Taoyuan City,"2,270,939",None,"570,644",25.10%,"638,286","99,745",15.60%,0,"286,106",12.6,"347,190","91,040",26.22,0,"284,538",12.53,"291,096","8,705",2.99
27,7/21/2021,Tainan City,"1,870,343",None,"405,543",21.70%,"447,060","70,739",15.80%,0,"217,941",11.65,"253,700","62,920",24.8,0,"187,602",10.03,"193,360","7,819",4.04
30,7/21/2021,Changhua County,"1,261,770",None,"276,737",21.90%,"291,800","31,559",10.80%,0,"162,360",12.87,"169,500","23,300",13.75,0,"114,377",9.06,"122,300","8,259",6.75
32,7/21/2021,Pingtung County,"809,130",None,"208,377",25.80%,"216,740","16,577",7.70%,0,"104,081",12.86,"110,460","14,490",13.12,0,"104,296",12.89,"106,280","2,087",1.96
31,7/21/2021,Yunlin County,"674,152",None,"153,624",22.80%,"168,400","23,912",14.20%,0,"90,666",13.45,"100,100","19,760",19.74,0,"62,958",9.34,"68,300","4,152",6.08
34,7/21/2021,Yilan County,"452,334",None,"109,144",24.10%,"119,060","17,694",14.90%,0,"60,611",13.4,"70,200","16,820",23.96,0,"48,533",10.73,"48,860",874,1.79
38,7/21/2021,Chiayi County,"497,172",None,"108,582",21.80%,"115,956","12,650",10.90%,0,"59,634",11.99,"67,600","12,650",18.71,0,"48,948",9.85,"48,356",0,0
36,7/21/2021,Miaoli County,"540,917",None,"108,461",20.10%,"111,600","9,560",8.60%,0,"59,395",10.98,"61,300","7,290",11.89,0,"49,066",9.07,"50,300","2,270",4.51
41,7/21/2021,Nantou County,"488,689",None,"106,617",21.80%,"116,140","15,901",13.70%,0,"56,732",11.61,"62,300","11,560",18.56,0,"49,885",10.21,"53,840","4,341",8.06
35,7/21/2021,Hsinchu City,"452,450",None,"103,741",22.90%,"107,160","9,494",8.90%,0,"58,926",13.02,"61,700","7,990",12.95,0,"44,815",9.9,"45,460","1,504",3.31
33,7/21/2021,Keelung City,"366,643",None,"101,830",27.80%,"113,378","16,875",14.90%,0,"49,226",13.43,"56,630","13,950",24.63,0,"52,604",14.35,"56,748","2,925",5.15
29,7/21/2021,Hsinchu County,"572,872",None,"100,414",17.50%,"113,120","18,637",16.50%,0,"58,011",10.13,"64,300","12,030",18.71,0,"42,403",7.4,"48,820","6,607",13.53
39,7/21/2021,Hualien County,"323,252",None,"87,565",27.10%,"101,888","20,267",19.90%,0,"43,159",13.35,"52,370","13,840",26.43,0,"44,406",13.74,"49,518","6,427",12.98
37,7/21/2021,Chiayi City,"265,234",None,"80,487",30.40%,"86,964","16,190",18.60%,0,"52,491",19.79,"57,100","13,180",23.08,0,"27,996",10.56,"29,864","3,010",10.08
40,7/21/2021,Taitung County,"214,428",None,"57,074",26.60%,"64,432","9,552",14.80%,0,"25,177",11.74,"27,230","4,210",15.46,0,"31,897",14.88,"37,202","5,342",14.36
42,7/21/2021,Penghu County,"105,749",None,"39,076",37.00%,"40,520","7,988",19.70%,0,"25,973",24.56,"26,800","3,990",14.89,0,"13,103",12.39,"13,720","3,998",29.14
43,7/21/2021,Kinmen County,"140,228",None,"30,691",21.90%,"36,920","7,787",21.10%,0,"19,044",13.58,"23,500","6,080",25.87,0,"11,647",8.31,"13,420","1,707",12.72
44,7/21/2021,Lienchiang County,"13,437",None,"9,172",68.30%,"13,300","4,536",34.10%,0,"6,760",50.31,"10,300","4,080",39.61,0,"2,412",17.95,"3,000",456,15.2
992,7/20/2021,New Taipei City,"4,026,019",None,"964,701",24.00%,"1,122,930","188,680",16.80%,0,"440,938",10.95,"578,600","168,430",29.11,0,"523,763",13.01,"544,330","20,250",3.72
991,7/20/2021,Taipei City,"2,574,704",None,"863,444",33.50%,"1,022,734","173,222",16.90%,0,"426,787",16.58,"531,910","140,410",26.4,0,"436,657",16.96,"490,824","32,812",6.69
996,7/20/2021,Kaohsiung City,"2,758,494",None,"684,185",24.80%,"741,742","98,912",13.30%,0,"336,705",12.21,"382,300","76,110",19.91,0,"347,480",12.6,"359,442","22,802",6.34
994,7/20/2021,Taichung City,"2,820,114",None,"600,402",21.30%,"700,340","128,988",18.40%,0,"318,241",11.28,"396,700","106,490",26.84,0,"282,161",10.01,"303,640","22,498",7.41
993,7/20/2021,Taoyuan City,"2,270,939",None,"554,113",24.40%,"638,286","116,126",18.20%,0,"271,858",11.97,"347,190","104,870",30.21,0,"282,255",12.43,"291,096","11,256",3.87
995,7/20/2021,Tainan City,"1,870,343",None,"388,970",20.80%,"447,060","85,988",19.20%,0,"202,150",10.81,"253,700","77,500",30.55,0,"186,820",9.99,"193,360","8,488",4.39
998,7/20/2021,Changhua County,"1,261,770",None,"266,047",21.10%,"291,800","41,546",14.20%,0,"152,117",12.06,"169,500","32,800",19.35,0,"113,930",9.03,"122,300","8,746",7.15
"1,000",7/20/2021,Pingtung County,"809,130",None,"206,153",25.50%,"216,740","17,893",8.30%,0,"102,403",12.66,"110,460","15,710",14.22,0,"103,750",12.82,"106,280","2,183",2.05
999,7/20/2021,Yunlin County,"674,152",None,"147,749",21.90%,"168,400","28,571",17.00%,0,"86,308",12.8,"100,100","23,360",23.34,0,"61,441",9.11,"68,300","5,211",7.63
"1,006",7/20/2021,Chiayi County,"497,172",None,"106,293",21.40%,"115,956","15,210",13.10%,0,"57,503",11.57,"67,600","15,210",22.5,0,"48,790",9.81,"48,356",0,0
"1,002",7/20/2021,Yilan County,"452,334",None,"103,859",23.00%,"119,060","22,145",18.60%,0,"55,576",12.29,"70,200","21,180",30.17,0,"48,283",10.67,"48,860",965,1.98
"1,004",7/20/2021,Miaoli County,"540,917",None,"103,605",19.10%,"111,600","13,702",12.30%,0,"55,072",10.18,"61,300","11,090",18.09,0,"48,533",8.97,"50,300","2,612",5.19
"1,009",7/20/2021,Nantou County,"488,689",None,"100,206",20.50%,"116,140","22,576",19.40%,0,"54,348",11.12,"62,300","14,350",23.03,0,"45,858",9.38,"53,840","8,226",15.28
"1,003",7/20/2021,Hsinchu City,"452,450",None,"98,574",21.80%,"107,160","13,984",13.10%,0,"54,401",12.02,"61,700","11,950",19.37,0,"44,173",9.76,"45,460","2,034",4.47
"1,001",7/20/2021,Keelung City,"366,643",None,"97,667",26.60%,"113,378","22,836",20.10%,0,"45,465",12.4,"56,630","17,080",30.16,0,"52,202",14.24,"56,748","5,756",10.14
997,7/20/2021,Hsinchu County,"572,872",None,"96,115",16.80%,"113,120","22,182",19.60%,0,"54,536",9.52,"64,300","14,980",23.3,0,"41,579",7.26,"48,820","7,202",14.75
"1,007",7/20/2021,Hualien County,"323,252",None,"85,134",26.30%,"101,790","23,523",23.10%,0,"41,472",12.83,"52,370","16,560",31.62,0,"43,662",13.51,"49,420","6,963",14.09
"1,005",7/20/2021,Chiayi City,"265,234",None,"74,958",28.30%,"86,864","20,824",24.00%,0,"47,584",17.94,"57,100","17,540",30.72,0,"27,374",10.32,"29,764","3,284",11.03
"1,008",7/20/2021,Taitung County,"214,428",None,"55,750",26.00%,"64,530","11,293",17.50%,0,"23,966",11.18,"27,230","5,730",21.04,0,"31,784",14.82,"37,300","5,563",14.91
"1,010",7/20/2021,Penghu County,"105,749",None,"37,789",35.70%,"40,520","8,987",22.20%,0,"24,941",23.59,"26,800","4,840",18.06,0,"12,848",12.15,"13,720","4,147",30.23
"1,011",7/20/2021,Kinmen County,"140,228",None,"29,896",21.30%,"36,920","8,431",22.80%,0,"18,633",13.29,"23,500","6,370",27.11,0,"11,263",8.03,"13,420","2,061",15.36
"1,012",7/20/2021,Lienchiang County,"13,437",None,"8,943",66.60%,"13,300","4,752",35.70%,0,"6,583",48.99,"10,300","4,240",41.17,0,"2,360",17.56,"3,000",512,17.07
706,7/19/2021,New Taipei City,"4,026,019",None,"924,690",23.00%,"1,119,630","219,765",19.60%,0,"408,293",10.14,"575,300","199,230",34.63,0,"516,397",12.83,"544,330","20,535",3.77
705,7/19/2021,Taipei City,"2,574,704",None,"817,187",31.70%,"1,008,534","187,931",18.60%,0,"389,805",15.14,"517,710","150,920",29.15,0,"427,382",16.6,"490,824","37,011",7.54
710,7/19/2021,Kaohsiung City,"2,758,494",None,"664,271",24.10%,"741,342","114,050",15.40%,0,"319,423",11.58,"381,900","89,430",23.42,0,"344,848",12.5,"359,442","24,620",6.85
708,7/19/2021,Taichung City,"2,820,114",None,"552,362",19.60%,"685,040","155,805",22.70%,0,"270,697",9.6,"381,400","133,460",34.99,0,"281,665",9.99,"303,640","22,345",7.36
707,7/19/2021,Taoyuan City,"2,270,939",None,"534,942",23.60%,"605,686","97,984",16.20%,0,"255,699",11.26,"314,590","85,820",27.28,0,"279,243",12.3,"291,096","12,164",4.18
709,7/19/2021,Tainan City,"1,870,343",None,"373,876",20.00%,"436,860","89,101",20.40%,0,"187,558",10.03,"243,500","79,470",32.64,0,"186,318",9.96,"193,360","9,631",4.98
712,7/19/2021,Changhua County,"1,261,770",None,"254,463",20.20%,"291,600","50,778",17.40%,0,"140,871",11.16,"169,300","41,410",24.46,0,"113,592",9,"122,300","9,368",7.66
714,7/19/2021,Pingtung County,"809,130",None,"203,548",25.20%,"216,540","24,592",11.40%,0,"100,051",12.37,"110,260","22,130",20.07,0,"103,497",12.79,"106,280","2,462",2.32
713,7/19/2021,Yunlin County,"674,152",None,"139,444",20.70%,"168,300","35,609",21.20%,0,"78,364",11.62,"100,000","30,190",30.19,0,"61,080",9.06,"68,300","5,419",7.93
720,7/19/2021,Chiayi County,"497,172",None,"105,042",21.10%,"110,956","15,647",14.10%,0,"56,454",11.36,"62,600","13,640",21.79,0,"48,588",9.77,"48,356","2,007",4.15
